Date,tickers,weights,return,risk
2019-10-01,"['ALLE', 'AON', 'MSCI', 'APH', 'NVDA', 'BIIB', 'ORCL', 'AME', 'ACGL', 'PPL']","[0.35176973 0.30894448 0.15533865 0.07663178 0.05165692 0.01632171
 0.01400065 0.01391855 0.0084116  0.00300593]",0.11800917045661566,0.06481355238452507
2019-10-02,"['ALLE', 'EMR', 'IP', 'VRTX', 'NXPI', 'MLM', 'DXCM', 'SYY', 'BKR', 'CMI']","[0.50400136 0.12555155 0.09559472 0.08549685 0.06534079 0.05542686
 0.02607962 0.01774448 0.01384855 0.01091523]",0.12548892401940578,0.08042168855058082
2019-10-03,"['ALLE', 'AVY', 'CPT', 'TDG', 'ADI', 'AIG', 'LRCX', 'SJM', 'KMI', 'ADM']","[0.48256829 0.1592476  0.1145573  0.099774   0.04656207 0.02847634
 0.02793791 0.02420531 0.01582098 0.0008502 ]",0.14346110640877346,0.0656434356647607
2019-10-04,"['AMCR', 'ALLE', 'DHR', 'GRMN', 'MMM', 'MSFT', 'INTC', 'EQR', 'FFIV', 'STLD']","[3.53022361e-01 2.33973077e-01 1.36013136e-01 7.84125362e-02
 6.67075770e-02 5.86103494e-02 2.96197767e-02 2.45698958e-02
 1.89648765e-02 1.06414197e-04]",0.12027807923230659,0.052443859365494026
2019-10-07,"['ALLE', 'ALL', 'SYY', 'ARE', 'SYF', 'CSX', 'TJX', 'PTC', 'TEL', 'ZION']","[0.32587998 0.10767762 0.09961753 0.09502424 0.09015728 0.08258802
 0.07720484 0.06289195 0.0365707  0.02238785]",0.10929086235815118,0.06068911837466832
2019-10-08,"['ALLE', 'IFF', 'BAC', 'TXT', 'IRM', 'HAS', 'YUM', 'FITB', 'ETN', 'CTRA']","[0.53562564 0.14560077 0.10840049 0.06241429 0.05039488 0.03387628
 0.0251169  0.01742267 0.01131417 0.0098339 ]",0.14802186660003996,0.07386840487900358
2019-10-09,"['ALLE', 'RMD', 'ON', 'CNP', 'ADSK', 'WRB', 'BK', 'VLO', 'ETN', 'PSA']","[0.33806241 0.1883081  0.0812586  0.07687284 0.07653528 0.06468601
 0.06298959 0.05541536 0.03782027 0.01805153]",0.11512696310518704,0.06684631454160773
2019-10-10,"['ALLE', 'AMP', 'JPM', 'GILD', 'GNRC', 'GPN', 'MS', 'AAP', 'ADM', 'TYL']","[0.36107433 0.15067861 0.1120621  0.09266464 0.08961903 0.05747708
 0.04122445 0.03500518 0.03465498 0.02553959]",0.14737949521038685,0.06822300459321251
2019-10-11,"['ALLE', 'CSCO', 'TEL', 'VZ', 'MLM', 'GOOG', 'FITB', 'ULTA', 'HOLX', 'PXD']","[0.50298722 0.23148592 0.0930888  0.06815286 0.02701083 0.02318063
 0.02126256 0.01991456 0.00679532 0.0061213 ]",0.13542200488688788,0.06467438651402731
2019-10-14,"['ALLE', 'FICO', 'HSY', 'PHM', 'ALK', 'BKNG', 'ROK', 'F', 'ACGL', 'MGM']","[0.47726003 0.14965288 0.1020058  0.08575369 0.05180897 0.03448829
 0.03325017 0.02503074 0.0235469  0.01720254]",0.14204568348609514,0.07096903774258581
2019-10-15,"['ALLE', 'MAS', 'COST', 'KO', 'DIS', 'TAP', 'MMM', 'AVY', 'FDX', 'HII']","[0.47786402 0.11516487 0.09863263 0.08488175 0.08282012 0.07249026
 0.03433878 0.01198551 0.01196868 0.00985338]",0.12300137291428927,0.06837572308720576
2019-10-16,"['ALLE', 'ALL', 'HOLX', 'MCHP', 'AAPL', 'XEL', 'GL', 'NRG', 'EXC', 'MKC']","[0.46434903 0.10223754 0.09340537 0.09313466 0.08721414 0.0758967
 0.04544623 0.02457755 0.01057855 0.00316024]",0.11679061690142181,0.07285368081444686
2019-10-17,"['MSI', 'ALLE', 'AVGO', 'CAT', 'ETN', 'ROP', 'CCL', 'PGR', 'CSCO', 'JCI']","[0.36978647 0.23659331 0.15301026 0.11769592 0.05606189 0.02927731
 0.01361988 0.00928486 0.00783888 0.00683121]",0.08128978271366738,0.06739082802006686
2019-10-18,"['ALLE', 'FE', 'XEL', 'CTLT', 'J', 'URI', 'SNA', 'TXT', 'WEC', 'ROP']","[0.45277585 0.19280975 0.11285807 0.07810953 0.07007981 0.04696575
 0.02278062 0.01402684 0.00790992 0.00168385]",0.12913674065460476,0.06573867580140555
2019-10-21,"['ALLE', 'VRSK', 'TMO', 'RCL', 'MNST', 'V', 'IFF', 'ALK', 'LH', 'MTB']","[0.40839868 0.17217164 0.13563816 0.10768872 0.05356703 0.0416276
 0.03087695 0.02427587 0.02309777 0.00265759]",0.1254731543784245,0.06253855216177402
2019-10-22,"['YUM', 'FISV', 'ALLE', 'HCA', 'ACGL', 'COF', 'CAG', 'CTSH', 'HIG', 'PEG']","[0.47513509 0.19320604 0.16914765 0.06753609 0.04302681 0.02556641
 0.01587323 0.00552302 0.00292082 0.00206483]",0.07370662824393664,0.03924220957920723
2019-10-23,"['ALLE', 'PSX', 'TTWO', 'FDS', 'HLT', 'APTV', 'AXP', 'HUM', 'ROK', 'IFF']","[0.58702657 0.12236456 0.09533638 0.07070457 0.03613702 0.03226195
 0.03189351 0.01129447 0.00962463 0.00335634]",0.134407312881456,0.07480804510302169
2019-10-24,"['ALLE', 'CDW', 'LNT', 'CPRT', 'CSX', 'WAT', 'KEYS', 'TRMB', 'AWK', 'TPR']","[3.24404394e-01 1.76557123e-01 1.42893826e-01 1.23891197e-01
 1.20139156e-01 5.74452175e-02 4.30284974e-02 6.85393670e-03
 4.51847104e-03 2.68180867e-04]",0.10384151355575683,0.06954493703730895
2019-10-25,"['ALLE', 'EQR', 'PEP', 'NWS', 'ES', 'EIX', 'PSX', 'ADSK', 'REG', 'STX']","[0.44600282 0.22751325 0.1157248  0.04948468 0.04402932 0.03823111
 0.03216396 0.0270723  0.01347881 0.00629896]",0.08827429823914448,0.07037362408519617
2019-10-28,"['ALLE', 'FISV', 'DHR', 'PFG', 'KMI', 'ALB', 'CVX', 'GWW', 'TMUS', 'MET']","[0.26783663 0.23582777 0.22637725 0.10551542 0.06065647 0.05249608
 0.03391244 0.01131192 0.00405435 0.00201166]",0.07520906355669664,0.0691802180811439
2019-10-29,"['NEE', 'AME', 'ALLE', 'INTU', 'PAYX', 'HCA', 'RE', 'MA', 'COO', 'MDLZ']","[0.52146598 0.13109116 0.10717402 0.08735853 0.06221786 0.03596059
 0.01765522 0.01378416 0.01322124 0.01007124]",0.0656130465144375,0.05221659516607671
