,TTM Net EPS,Ticker
2023-03-11,$-4.80,EXPE
2023-03-12,$-4.80,EXPE
2023-03-13,$-4.80,EXPE
2023-03-14,$-4.80,EXPE
2023-03-15,$-4.80,EXPE
2022-12-31,$3.32,EXPD
2023-01-01,$3.32,EXPD
2023-01-02,$3.32,EXPD
2023-01-03,$3.32,EXPD
2023-01-04,$3.32,EXPD
2023-01-05,$3.32,EXPD
2023-01-06,$3.32,EXPD
2023-01-07,$3.32,EXPD
2023-01-08,$3.32,EXPD
2023-01-09,$3.32,EXPD
2023-01-10,$3.32,EXPD
2023-01-11,$3.32,EXPD
2023-01-12,$3.32,EXPD
2023-01-13,$3.32,EXPD
2023-01-14,$3.32,EXPD
2023-01-15,$3.32,EXPD
2023-01-16,$3.32,EXPD
2023-01-17,$3.32,EXPD
2023-01-18,$3.32,EXPD
2023-01-19,$3.32,EXPD
2023-01-20,$3.32,EXPD
2023-01-21,$3.32,EXPD
2023-01-22,$3.32,EXPD
2023-01-23,$3.32,EXPD
2023-01-24,$3.32,EXPD
2023-01-25,$3.32,EXPD
2023-01-26,$3.32,EXPD
2023-01-27,$3.32,EXPD
2023-01-28,$3.32,EXPD
2023-01-29,$3.32,EXPD
2023-01-30,$3.32,EXPD
2023-01-31,$3.32,EXPD
2023-02-01,$3.32,EXPD
2023-02-02,$3.32,EXPD
2023-02-03,$3.32,EXPD
2023-02-04,$3.32,EXPD
2023-02-05,$3.32,EXPD
2023-02-06,$3.32,EXPD
2023-02-07,$3.32,EXPD
2023-02-08,$3.32,EXPD
2023-02-09,$3.32,EXPD
2023-02-10,$3.32,EXPD
2023-02-11,$3.32,EXPD
2023-02-12,$3.32,EXPD
2023-02-13,$3.32,EXPD
2023-02-14,$3.32,EXPD
2023-02-15,$3.32,EXPD
2023-02-16,$3.32,EXPD
2023-02-17,$3.32,EXPD
2023-02-18,$3.32,EXPD
2023-02-19,$3.32,EXPD
2023-02-20,$3.32,EXPD
2023-02-21,$3.32,EXPD
2023-02-22,$3.32,EXPD
2023-02-23,$3.32,EXPD
2023-02-24,$3.32,EXPD
2023-02-25,$3.32,EXPD
2023-02-26,$3.32,EXPD
2023-02-27,$3.32,EXPD
2023-02-28,$3.32,EXPD
2023-03-01,$3.32,EXPD
2023-03-02,$3.32,EXPD
2023-03-03,$3.32,EXPD
2023-03-04,$3.32,EXPD
2023-03-05,$3.32,EXPD
2023-03-06,$3.32,EXPD
2023-03-07,$3.32,EXPD
2023-03-08,$3.32,EXPD
2023-03-09,$3.32,EXPD
2023-03-10,$3.32,EXPD
2023-03-11,$3.32,EXPD
2023-03-12,$3.32,EXPD
2023-03-13,$3.32,EXPD
2023-03-14,$3.32,EXPD
2023-03-15,$3.32,EXPD
2022-12-31,$4.05,EXR
2023-01-01,$4.05,EXR
2023-01-02,$4.05,EXR
2023-01-03,$4.05,EXR
2023-01-04,$4.05,EXR
2023-01-05,$4.05,EXR
2023-01-06,$4.05,EXR
2023-01-07,$4.05,EXR
2023-01-08,$4.05,EXR
2023-01-09,$4.05,EXR
2023-01-10,$4.05,EXR
2023-01-11,$4.05,EXR
2023-01-12,$4.05,EXR
2023-01-13,$4.05,EXR
2023-01-14,$4.05,EXR
2023-01-15,$4.05,EXR
2023-01-16,$4.05,EXR
2023-01-17,$4.05,EXR
2023-01-18,$4.05,EXR
2023-01-19,$4.05,EXR
2023-01-20,$4.05,EXR
2023-01-21,$4.05,EXR
2023-01-22,$4.05,EXR
2023-01-23,$4.05,EXR
2023-01-24,$4.05,EXR
2023-01-25,$4.05,EXR
2023-01-26,$4.05,EXR
2023-01-27,$4.05,EXR
2023-01-28,$4.05,EXR
2023-01-29,$4.05,EXR
2023-01-30,$4.05,EXR
2023-01-31,$4.05,EXR
2023-02-01,$4.05,EXR
2023-02-02,$4.05,EXR
2023-02-03,$4.05,EXR
2023-02-04,$4.05,EXR
2023-02-05,$4.05,EXR
2023-02-06,$4.05,EXR
2023-02-07,$4.05,EXR
2023-02-08,$4.05,EXR
2023-02-09,$4.05,EXR
2023-02-10,$4.05,EXR
2023-02-11,$4.05,EXR
2023-02-12,$4.05,EXR
2023-02-13,$4.05,EXR
2023-02-14,$4.05,EXR
2023-02-15,$4.05,EXR
2023-02-16,$4.05,EXR
2023-02-17,$4.05,EXR
2023-02-18,$4.05,EXR
2023-02-19,$4.05,EXR
2023-02-20,$4.05,EXR
2023-02-21,$4.05,EXR
2023-02-22,$4.05,EXR
2023-02-23,$4.05,EXR
2023-02-24,$4.05,EXR
2023-02-25,$4.05,EXR
2023-02-26,$4.05,EXR
2023-02-27,$4.05,EXR
2023-02-28,$4.05,EXR
2023-03-01,$4.05,EXR
2023-03-02,$4.05,EXR
2023-03-03,$4.05,EXR
2023-03-04,$4.05,EXR
2023-03-05,$4.05,EXR
2023-03-06,$4.05,EXR
2023-03-07,$4.05,EXR
2023-03-08,$4.05,EXR
2023-03-09,$4.05,EXR
2023-03-10,$4.05,EXR
2023-03-11,$4.05,EXR
2023-03-12,$4.05,EXR
2023-03-13,$4.05,EXR
2023-03-14,$4.05,EXR
2023-03-15,$4.05,EXR
2022-12-31,$2.67,XOM
2023-01-01,$2.67,XOM
2023-01-02,$2.67,XOM
2023-01-03,$2.67,XOM
2023-01-04,$2.67,XOM
2023-01-05,$2.67,XOM
2023-01-06,$2.67,XOM
2023-01-07,$2.67,XOM
2023-01-08,$2.67,XOM
2023-01-09,$2.67,XOM
2023-01-10,$2.67,XOM
2023-01-11,$2.67,XOM
2023-01-12,$2.67,XOM
2023-01-13,$2.67,XOM
2023-01-14,$2.67,XOM
2023-01-15,$2.67,XOM
2023-01-16,$2.67,XOM
2023-01-17,$2.67,XOM
2023-01-18,$2.67,XOM
2023-01-19,$2.67,XOM
2023-01-20,$2.67,XOM
2023-01-21,$2.67,XOM
2023-01-22,$2.67,XOM
2023-01-23,$2.67,XOM
2023-01-24,$2.67,XOM
2023-01-25,$2.67,XOM
2023-01-26,$2.67,XOM
2023-01-27,$2.67,XOM
2023-01-28,$2.67,XOM
2023-01-29,$2.67,XOM
2023-01-30,$2.67,XOM
2023-01-31,$2.67,XOM
2023-02-01,$2.67,XOM
2023-02-02,$2.67,XOM
2023-02-03,$2.67,XOM
2023-02-04,$2.67,XOM
2023-02-05,$2.67,XOM
2023-02-06,$2.67,XOM
2023-02-07,$2.67,XOM
2023-02-08,$2.67,XOM
2023-02-09,$2.67,XOM
2023-02-10,$2.67,XOM
2023-02-11,$2.67,XOM
2023-02-12,$2.67,XOM
2023-02-13,$2.67,XOM
2023-02-14,$2.67,XOM
2023-02-15,$2.67,XOM
2023-02-16,$2.67,XOM
2023-02-17,$2.67,XOM
2023-02-18,$2.67,XOM
2023-02-19,$2.67,XOM
2023-02-20,$2.67,XOM
2023-02-21,$2.67,XOM
2023-02-22,$2.67,XOM
2023-02-23,$2.67,XOM
2023-02-24,$2.67,XOM
2023-02-25,$2.67,XOM
2023-02-26,$2.67,XOM
2023-02-27,$2.67,XOM
2023-02-28,$2.67,XOM
2023-03-01,$2.67,XOM
2023-03-02,$2.67,XOM
2023-03-03,$2.67,XOM
2023-03-04,$2.67,XOM
2023-03-05,$2.67,XOM
2023-03-06,$2.67,XOM
2023-03-07,$2.67,XOM
2023-03-08,$2.67,XOM
2023-03-09,$2.67,XOM
2023-03-10,$2.67,XOM
2023-03-11,$2.67,XOM
2023-03-12,$2.67,XOM
2023-03-13,$2.67,XOM
2023-03-14,$2.67,XOM
2023-03-15,$2.67,XOM
2022-12-31,$5.62,FFIV
2023-01-01,$5.62,FFIV
2023-01-02,$5.62,FFIV
2023-01-03,$5.62,FFIV
2023-01-04,$5.62,FFIV
2023-01-05,$5.62,FFIV
2023-01-06,$5.62,FFIV
2023-01-07,$5.62,FFIV
2023-01-08,$5.62,FFIV
2023-01-09,$5.62,FFIV
2023-01-10,$5.62,FFIV
2023-01-11,$5.62,FFIV
2023-01-12,$5.62,FFIV
2023-01-13,$5.62,FFIV
2023-01-14,$5.62,FFIV
2023-01-15,$5.62,FFIV
2023-01-16,$5.62,FFIV
2023-01-17,$5.62,FFIV
2023-01-18,$5.62,FFIV
2023-01-19,$5.62,FFIV
2023-01-20,$5.62,FFIV
2023-01-21,$5.62,FFIV
2023-01-22,$5.62,FFIV
2023-01-23,$5.62,FFIV
2023-01-24,$5.62,FFIV
2023-01-25,$5.62,FFIV
2023-01-26,$5.62,FFIV
2023-01-27,$5.62,FFIV
2023-01-28,$5.62,FFIV
2023-01-29,$5.62,FFIV
2023-01-30,$5.62,FFIV
2023-01-31,$5.62,FFIV
2023-02-01,$5.62,FFIV
2023-02-02,$5.62,FFIV
2023-02-03,$5.62,FFIV
2023-02-04,$5.62,FFIV
2023-02-05,$5.62,FFIV
2023-02-06,$5.62,FFIV
2023-02-07,$5.62,FFIV
2023-02-08,$5.62,FFIV
2023-02-09,$5.62,FFIV
2023-02-10,$5.62,FFIV
2023-02-11,$5.62,FFIV
2023-02-12,$5.62,FFIV
2023-02-13,$5.62,FFIV
2023-02-14,$5.62,FFIV
2023-02-15,$5.62,FFIV
2023-02-16,$5.62,FFIV
2023-02-17,$5.62,FFIV
2023-02-18,$5.62,FFIV
2023-02-19,$5.62,FFIV
2023-02-20,$5.62,FFIV
2023-02-21,$5.62,FFIV
2023-02-22,$5.62,FFIV
2023-02-23,$5.62,FFIV
2023-02-24,$5.62,FFIV
2023-02-25,$5.62,FFIV
2023-02-26,$5.62,FFIV
2023-02-27,$5.62,FFIV
2023-02-28,$5.62,FFIV
2023-03-01,$5.62,FFIV
2023-03-02,$5.62,FFIV
2023-03-03,$5.62,FFIV
2023-03-04,$5.62,FFIV
2023-03-05,$5.62,FFIV
2023-03-06,$5.62,FFIV
2023-03-07,$5.62,FFIV
2023-03-08,$5.62,FFIV
2023-03-09,$5.62,FFIV
2023-03-10,$5.62,FFIV
2023-03-11,$5.62,FFIV
2023-03-12,$5.62,FFIV
2023-03-13,$5.62,FFIV
2023-03-14,$5.62,FFIV
2023-03-15,$5.62,FFIV
2022-12-31,$9.69,FDS
2023-01-01,$9.69,FDS
2023-01-02,$9.69,FDS
2023-01-03,$9.69,FDS
2023-01-04,$9.69,FDS
2023-01-05,$9.69,FDS
2023-01-06,$9.69,FDS
2023-01-07,$9.69,FDS
2023-01-08,$9.69,FDS
2023-01-09,$9.69,FDS
2023-01-10,$9.69,FDS
2023-01-11,$9.69,FDS
2023-01-12,$9.69,FDS
2023-01-13,$9.69,FDS
2023-01-14,$9.69,FDS
2023-01-15,$9.69,FDS
2023-01-16,$9.69,FDS
2023-01-17,$9.69,FDS
2023-01-18,$9.69,FDS
2023-01-19,$9.69,FDS
2023-01-20,$9.69,FDS
2023-01-21,$9.69,FDS
2023-01-22,$9.69,FDS
2023-01-23,$9.69,FDS
2023-01-24,$9.69,FDS
2023-01-25,$9.69,FDS
2023-01-26,$9.69,FDS
2023-01-27,$9.69,FDS
2023-01-28,$9.69,FDS
2023-01-29,$9.69,FDS
2023-01-30,$9.69,FDS
2023-01-31,$9.69,FDS
2023-02-01,$9.69,FDS
2023-02-02,$9.69,FDS
2023-02-03,$9.69,FDS
2023-02-04,$9.69,FDS
2023-02-05,$9.69,FDS
2023-02-06,$9.69,FDS
2023-02-07,$9.69,FDS
2023-02-08,$9.69,FDS
2023-02-09,$9.69,FDS
2023-02-10,$9.69,FDS
2023-02-11,$9.69,FDS
2023-02-12,$9.69,FDS
2023-02-13,$9.69,FDS
2023-02-14,$9.69,FDS
2023-02-15,$9.69,FDS
2023-02-16,$9.69,FDS
2023-02-17,$9.69,FDS
2023-02-18,$9.69,FDS
2023-02-19,$9.69,FDS
2023-02-20,$9.69,FDS
2023-02-21,$9.69,FDS
2023-02-22,$9.69,FDS
2023-02-23,$9.69,FDS
2023-02-24,$9.69,FDS
2023-02-25,$9.69,FDS
2023-02-26,$9.69,FDS
2023-02-27,$9.69,FDS
2023-02-28,$9.69,FDS
2023-03-01,$9.69,FDS
2023-03-02,$9.69,FDS
2023-03-03,$9.69,FDS
2023-03-04,$9.69,FDS
2023-03-05,$9.69,FDS
2023-03-06,$9.69,FDS
2023-03-07,$9.69,FDS
2023-03-08,$9.69,FDS
2023-03-09,$9.69,FDS
2023-03-10,$9.69,FDS
2023-03-11,$9.69,FDS
2023-03-12,$9.69,FDS
2023-03-13,$9.69,FDS
2023-03-14,$9.69,FDS
2023-03-15,$9.69,FDS
2022-12-31,$6.96,FICO
2023-01-01,$6.96,FICO
2023-01-02,$6.96,FICO
2023-01-03,$6.96,FICO
2023-01-04,$6.96,FICO
2023-01-05,$6.96,FICO
2023-01-06,$6.96,FICO
2023-01-07,$6.96,FICO
2023-01-08,$6.96,FICO
2023-01-09,$6.96,FICO
2023-01-10,$6.96,FICO
2023-01-11,$6.96,FICO
2023-01-12,$6.96,FICO
2023-01-13,$6.96,FICO
2023-01-14,$6.96,FICO
2023-01-15,$6.96,FICO
2023-01-16,$6.96,FICO
2023-01-17,$6.96,FICO
2023-01-18,$6.96,FICO
2023-01-19,$6.96,FICO
2023-01-20,$6.96,FICO
2023-01-21,$6.96,FICO
2023-01-22,$6.96,FICO
2023-01-23,$6.96,FICO
2023-01-24,$6.96,FICO
2023-01-25,$6.96,FICO
2023-01-26,$6.96,FICO
2023-01-27,$6.96,FICO
2023-01-28,$6.96,FICO
2023-01-29,$6.96,FICO
2023-01-30,$6.96,FICO
2023-01-31,$6.96,FICO
2023-02-01,$6.96,FICO
2023-02-02,$6.96,FICO
2023-02-03,$6.96,FICO
2023-02-04,$6.96,FICO
2023-02-05,$6.96,FICO
2023-02-06,$6.96,FICO
2023-02-07,$6.96,FICO
2023-02-08,$6.96,FICO
2023-02-09,$6.96,FICO
2023-02-10,$6.96,FICO
2023-02-11,$6.96,FICO
2023-02-12,$6.96,FICO
2023-02-13,$6.96,FICO
2023-02-14,$6.96,FICO
2023-02-15,$6.96,FICO
2023-02-16,$6.96,FICO
2023-02-17,$6.96,FICO
2023-02-18,$6.96,FICO
2023-02-19,$6.96,FICO
2023-02-20,$6.96,FICO
2023-02-21,$6.96,FICO
2023-02-22,$6.96,FICO
2023-02-23,$6.96,FICO
2023-02-24,$6.96,FICO
2023-02-25,$6.96,FICO
2023-02-26,$6.96,FICO
2023-02-27,$6.96,FICO
2023-02-28,$6.96,FICO
2023-03-01,$6.96,FICO
2023-03-02,$6.96,FICO
2023-03-03,$6.96,FICO
2023-03-04,$6.96,FICO
2023-03-05,$6.96,FICO
2023-03-06,$6.96,FICO
2023-03-07,$6.96,FICO
2023-03-08,$6.96,FICO
2023-03-09,$6.96,FICO
2023-03-10,$6.96,FICO
2023-03-11,$6.96,FICO
2023-03-12,$6.96,FICO
2023-03-13,$6.96,FICO
2023-03-14,$6.96,FICO
2023-03-15,$6.96,FICO
2022-12-31,$1.39,FAST
2023-01-01,$1.39,FAST
2023-01-02,$1.39,FAST
2023-01-03,$1.39,FAST
2023-01-04,$1.39,FAST
2023-01-05,$1.39,FAST
2023-01-06,$1.39,FAST
2023-01-07,$1.39,FAST
2023-01-08,$1.39,FAST
2023-01-09,$1.39,FAST
2023-01-10,$1.39,FAST
2023-01-11,$1.39,FAST
2023-01-12,$1.39,FAST
2023-01-13,$1.39,FAST
2023-01-14,$1.39,FAST
2023-01-15,$1.39,FAST
2023-01-16,$1.39,FAST
2023-01-17,$1.39,FAST
2023-01-18,$1.39,FAST
2023-01-19,$1.39,FAST
2023-01-20,$1.39,FAST
2023-01-21,$1.39,FAST
2023-01-22,$1.39,FAST
2023-01-23,$1.39,FAST
2023-01-24,$1.39,FAST
2023-01-25,$1.39,FAST
2023-01-26,$1.39,FAST
2023-01-27,$1.39,FAST
2023-01-28,$1.39,FAST
2023-01-29,$1.39,FAST
2023-01-30,$1.39,FAST
2023-01-31,$1.39,FAST
2023-02-01,$1.39,FAST
2023-02-02,$1.39,FAST
2023-02-03,$1.39,FAST
2023-02-04,$1.39,FAST
2023-02-05,$1.39,FAST
2023-02-06,$1.39,FAST
2023-02-07,$1.39,FAST
2023-02-08,$1.39,FAST
2023-02-09,$1.39,FAST
2023-02-10,$1.39,FAST
2023-02-11,$1.39,FAST
2023-02-12,$1.39,FAST
2023-02-13,$1.39,FAST
2023-02-14,$1.39,FAST
2023-02-15,$1.39,FAST
2023-02-16,$1.39,FAST
2023-02-17,$1.39,FAST
2023-02-18,$1.39,FAST
2023-02-19,$1.39,FAST
2023-02-20,$1.39,FAST
2023-02-21,$1.39,FAST
2023-02-22,$1.39,FAST
2023-02-23,$1.39,FAST
2023-02-24,$1.39,FAST
2023-02-25,$1.39,FAST
2023-02-26,$1.39,FAST
2023-02-27,$1.39,FAST
2023-02-28,$1.39,FAST
2023-03-01,$1.39,FAST
2023-03-02,$1.39,FAST
2023-03-03,$1.39,FAST
2023-03-04,$1.39,FAST
2023-03-05,$1.39,FAST
2023-03-06,$1.39,FAST
2023-03-07,$1.39,FAST
2023-03-08,$1.39,FAST
2023-03-09,$1.39,FAST
2023-03-10,$1.39,FAST
2023-03-11,$1.39,FAST
2023-03-12,$1.39,FAST
2023-03-13,$1.39,FAST
2023-03-14,$1.39,FAST
2023-03-15,$1.39,FAST
2022-12-31,$4.51,FRT
2023-01-01,$4.51,FRT
2023-01-02,$4.51,FRT
2023-01-03,$4.51,FRT
2023-01-04,$4.51,FRT
2023-01-05,$4.51,FRT
2023-01-06,$4.51,FRT
2023-01-07,$4.51,FRT
2023-01-08,$4.51,FRT
2023-01-09,$4.51,FRT
2023-01-10,$4.51,FRT
2023-01-11,$4.51,FRT
2023-01-12,$4.51,FRT
2023-01-13,$4.51,FRT
2023-01-14,$4.51,FRT
2023-01-15,$4.51,FRT
2023-01-16,$4.51,FRT
2023-01-17,$4.51,FRT
2023-01-18,$4.51,FRT
2023-01-19,$4.51,FRT
2023-01-20,$4.51,FRT
2023-01-21,$4.51,FRT
2023-01-22,$4.51,FRT
2023-01-23,$4.51,FRT
2023-01-24,$4.51,FRT
2023-01-25,$4.51,FRT
2023-01-26,$4.51,FRT
2023-01-27,$4.51,FRT
2023-01-28,$4.51,FRT
2023-01-29,$4.51,FRT
2023-01-30,$4.51,FRT
2023-01-31,$4.51,FRT
2023-02-01,$4.51,FRT
2023-02-02,$4.51,FRT
2023-02-03,$4.51,FRT
2023-02-04,$4.51,FRT
2023-02-05,$4.51,FRT
2023-02-06,$4.51,FRT
2023-02-07,$4.51,FRT
2023-02-08,$4.51,FRT
2023-02-09,$4.51,FRT
2023-02-10,$4.51,FRT
2023-02-11,$4.51,FRT
2023-02-12,$4.51,FRT
2023-02-13,$4.51,FRT
2023-02-14,$4.51,FRT
2023-02-15,$4.51,FRT
2023-02-16,$4.51,FRT
2023-02-17,$4.51,FRT
2023-02-18,$4.51,FRT
2023-02-19,$4.51,FRT
2023-02-20,$4.51,FRT
2023-02-21,$4.51,FRT
2023-02-22,$4.51,FRT
2023-02-23,$4.51,FRT
2023-02-24,$4.51,FRT
2023-02-25,$4.51,FRT
2023-02-26,$4.51,FRT
2023-02-27,$4.51,FRT
2023-02-28,$4.51,FRT
2023-03-01,$4.51,FRT
2023-03-02,$4.51,FRT
2023-03-03,$4.51,FRT
2023-03-04,$4.51,FRT
2023-03-05,$4.51,FRT
2023-03-06,$4.51,FRT
2023-03-07,$4.51,FRT
2023-03-08,$4.51,FRT
2023-03-09,$4.51,FRT
2023-03-10,$4.51,FRT
2023-03-11,$4.51,FRT
2023-03-12,$4.51,FRT
2023-03-13,$4.51,FRT
2023-03-14,$4.51,FRT
2023-03-15,$4.51,FRT
2022-12-31,$-1.43,FDX
2023-01-01,$-1.43,FDX
2023-01-02,$-1.43,FDX
2023-01-03,$-1.43,FDX
2023-01-04,$-1.43,FDX
2023-01-05,$-1.43,FDX
2023-01-06,$-1.43,FDX
2023-01-07,$-1.43,FDX
2023-01-08,$-1.43,FDX
2023-01-09,$-1.43,FDX
2023-01-10,$-1.43,FDX
2023-01-11,$-1.43,FDX
2023-01-12,$-1.43,FDX
2023-01-13,$-1.43,FDX
2023-01-14,$-1.43,FDX
2023-01-15,$-1.43,FDX
2023-01-16,$-1.43,FDX
2023-01-17,$-1.43,FDX
2023-01-18,$-1.43,FDX
2023-01-19,$-1.43,FDX
2023-01-20,$-1.43,FDX
2023-01-21,$-1.43,FDX
2023-01-22,$-1.43,FDX
2023-01-23,$-1.43,FDX
2023-01-24,$-1.43,FDX
2023-01-25,$-1.43,FDX
2023-01-26,$-1.43,FDX
2023-01-27,$-1.43,FDX
2023-01-28,$-1.43,FDX
2023-01-29,$-1.43,FDX
2023-01-30,$-1.43,FDX
2023-01-31,$-1.43,FDX
2023-02-01,$-1.43,FDX
2023-02-02,$-1.43,FDX
2023-02-03,$-1.43,FDX
2023-02-04,$-1.43,FDX
2023-02-05,$-1.43,FDX
2023-02-06,$-1.43,FDX
2023-02-07,$-1.43,FDX
2023-02-08,$-1.43,FDX
2023-02-09,$-1.43,FDX
2023-02-10,$-1.43,FDX
2023-02-11,$-1.43,FDX
2023-02-12,$-1.43,FDX
2023-02-13,$-1.43,FDX
2023-02-14,$-1.43,FDX
2023-02-15,$-1.43,FDX
2023-02-16,$-1.43,FDX
2023-02-17,$-1.43,FDX
2023-02-18,$-1.43,FDX
2023-02-19,$-1.43,FDX
2023-02-20,$-1.43,FDX
2023-02-21,$-1.43,FDX
2023-02-22,$-1.43,FDX
2023-02-23,$-1.43,FDX
2023-02-24,$-1.43,FDX
2023-02-25,$-1.43,FDX
2023-02-26,$-1.43,FDX
2023-02-27,$-1.43,FDX
2023-02-28,$-1.43,FDX
2023-03-01,$-1.43,FDX
2023-03-02,$-1.43,FDX
2023-03-03,$-1.43,FDX
2023-03-04,$-1.43,FDX
2023-03-05,$-1.43,FDX
2023-03-06,$-1.43,FDX
2023-03-07,$-1.43,FDX
2023-03-08,$-1.43,FDX
2023-03-09,$-1.43,FDX
2023-03-10,$-1.43,FDX
2023-03-11,$-1.43,FDX
2023-03-12,$-1.43,FDX
2023-03-13,$-1.43,FDX
2023-03-14,$-1.43,FDX
2023-03-15,$-1.43,FDX
2022-12-31,$2.28,FITB
2023-01-01,$2.28,FITB
2023-01-02,$2.28,FITB
2023-01-03,$2.28,FITB
2023-01-04,$2.28,FITB
2023-01-05,$2.28,FITB
2023-01-06,$2.28,FITB
2023-01-07,$2.28,FITB
2023-01-08,$2.28,FITB
2023-01-09,$2.28,FITB
2023-01-10,$2.28,FITB
2023-01-11,$2.28,FITB
2023-01-12,$2.28,FITB
2023-01-13,$2.28,FITB
2023-01-14,$2.28,FITB
2023-01-15,$2.28,FITB
2023-01-16,$2.28,FITB
2023-01-17,$2.28,FITB
2023-01-18,$2.28,FITB
2023-01-19,$2.28,FITB
2023-01-20,$2.28,FITB
2023-01-21,$2.28,FITB
2023-01-22,$2.28,FITB
2023-01-23,$2.28,FITB
2023-01-24,$2.28,FITB
2023-01-25,$2.28,FITB
2023-01-26,$2.28,FITB
2023-01-27,$2.28,FITB
2023-01-28,$2.28,FITB
2023-01-29,$2.28,FITB
2023-01-30,$2.28,FITB
2023-01-31,$2.28,FITB
2023-02-01,$2.28,FITB
2023-02-02,$2.28,FITB
2023-02-03,$2.28,FITB
2023-02-04,$2.28,FITB
2023-02-05,$2.28,FITB
2023-02-06,$2.28,FITB
2023-02-07,$2.28,FITB
2023-02-08,$2.28,FITB
2023-02-09,$2.28,FITB
2023-02-10,$2.28,FITB
2023-02-11,$2.28,FITB
2023-02-12,$2.28,FITB
2023-02-13,$2.28,FITB
2023-02-14,$2.28,FITB
2023-02-15,$2.28,FITB
2023-02-16,$2.28,FITB
2023-02-17,$2.28,FITB
2023-02-18,$2.28,FITB
2023-02-19,$2.28,FITB
2023-02-20,$2.28,FITB
2023-02-21,$2.28,FITB
2023-02-22,$2.28,FITB
2023-02-23,$2.28,FITB
2023-02-24,$2.28,FITB
2023-02-25,$2.28,FITB
2023-02-26,$2.28,FITB
2023-02-27,$2.28,FITB
2023-02-28,$2.28,FITB
2023-03-01,$2.28,FITB
2023-03-02,$2.28,FITB
2023-03-03,$2.28,FITB
2023-03-04,$2.28,FITB
2023-03-05,$2.28,FITB
2023-03-06,$2.28,FITB
2023-03-07,$2.28,FITB
2023-03-08,$2.28,FITB
2023-03-09,$2.28,FITB
2023-03-10,$2.28,FITB
2023-03-11,$2.28,FITB
2023-03-12,$2.28,FITB
2023-03-13,$2.28,FITB
2023-03-14,$2.28,FITB
2023-03-15,$2.28,FITB
2022-12-31,$5.14,FRC
2023-01-01,$5.14,FRC
2023-01-02,$5.14,FRC
2023-01-03,$5.14,FRC
2023-01-04,$5.14,FRC
2023-01-05,$5.14,FRC
2023-01-06,$5.14,FRC
2023-01-07,$5.14,FRC
2023-01-08,$5.14,FRC
2023-01-09,$5.14,FRC
2023-01-10,$5.14,FRC
2023-01-11,$5.14,FRC
2023-01-12,$5.14,FRC
2023-01-13,$5.14,FRC
2023-01-14,$5.14,FRC
2023-01-15,$5.14,FRC
2023-01-16,$5.14,FRC
2023-01-17,$5.14,FRC
2023-01-18,$5.14,FRC
2023-01-19,$5.14,FRC
2023-01-20,$5.14,FRC
2023-01-21,$5.14,FRC
2023-01-22,$5.14,FRC
2023-01-23,$5.14,FRC
2023-01-24,$5.14,FRC
2023-01-25,$5.14,FRC
2023-01-26,$5.14,FRC
2023-01-27,$5.14,FRC
2023-01-28,$5.14,FRC
2023-01-29,$5.14,FRC
2023-01-30,$5.14,FRC
2023-01-31,$5.14,FRC
2023-02-01,$5.14,FRC
2023-02-02,$5.14,FRC
2023-02-03,$5.14,FRC
2023-02-04,$5.14,FRC
2023-02-05,$5.14,FRC
2023-02-06,$5.14,FRC
2023-02-07,$5.14,FRC
2023-02-08,$5.14,FRC
2023-02-09,$5.14,FRC
2023-02-10,$5.14,FRC
2023-02-11,$5.14,FRC
2023-02-12,$5.14,FRC
2023-02-13,$5.14,FRC
2023-02-14,$5.14,FRC
2023-02-15,$5.14,FRC
2023-02-16,$5.14,FRC
2023-02-17,$5.14,FRC
2023-02-18,$5.14,FRC
2023-02-19,$5.14,FRC
2023-02-20,$5.14,FRC
2023-02-21,$5.14,FRC
2023-02-22,$5.14,FRC
2023-02-23,$5.14,FRC
2023-02-24,$5.14,FRC
2023-02-25,$5.14,FRC
2023-02-26,$5.14,FRC
2023-02-27,$5.14,FRC
2023-02-28,$5.14,FRC
2023-03-01,$5.14,FRC
2023-03-02,$5.14,FRC
2023-03-03,$5.14,FRC
2023-03-04,$5.14,FRC
2023-03-05,$5.14,FRC
2023-03-06,$5.14,FRC
2023-03-07,$5.14,FRC
2023-03-08,$5.14,FRC
2023-03-09,$5.14,FRC
2023-03-10,$5.14,FRC
2023-03-11,$5.14,FRC
2023-03-12,$5.14,FRC
2023-03-13,$5.14,FRC
2023-03-14,$5.14,FRC
2023-03-15,$5.14,FRC
2022-12-31,$0.40,FSLR
2023-01-01,$0.40,FSLR
2023-01-02,$0.40,FSLR
2023-01-03,$0.40,FSLR
2023-01-04,$0.40,FSLR
2023-01-05,$0.40,FSLR
2023-01-06,$0.40,FSLR
2023-01-07,$0.40,FSLR
2023-01-08,$0.40,FSLR
2023-01-09,$0.40,FSLR
2023-01-10,$0.40,FSLR
2023-01-11,$0.40,FSLR
2023-01-12,$0.40,FSLR
2023-01-13,$0.40,FSLR
2023-01-14,$0.40,FSLR
2023-01-15,$0.40,FSLR
2023-01-16,$0.40,FSLR
2023-01-17,$0.40,FSLR
2023-01-18,$0.40,FSLR
2023-01-19,$0.40,FSLR
2023-01-20,$0.40,FSLR
2023-01-21,$0.40,FSLR
2023-01-22,$0.40,FSLR
2023-01-23,$0.40,FSLR
2023-01-24,$0.40,FSLR
2023-01-25,$0.40,FSLR
2023-01-26,$0.40,FSLR
