,TTM Net EPS,Ticker
2023-02-07,$0.70,CTLT
2023-02-08,$0.70,CTLT
2023-02-09,$0.70,CTLT
2023-02-10,$0.70,CTLT
2023-02-11,$0.70,CTLT
2023-02-12,$0.70,CTLT
2023-02-13,$0.70,CTLT
2023-02-14,$0.70,CTLT
2023-02-15,$0.70,CTLT
2023-02-16,$0.70,CTLT
2023-02-17,$0.70,CTLT
2023-02-18,$0.70,CTLT
2023-02-19,$0.70,CTLT
2023-02-20,$0.70,CTLT
2023-02-21,$0.70,CTLT
2023-02-22,$0.70,CTLT
2023-02-23,$0.70,CTLT
2023-02-24,$0.70,CTLT
2023-02-25,$0.70,CTLT
2023-02-26,$0.70,CTLT
2023-02-27,$0.70,CTLT
2023-02-28,$0.70,CTLT
2023-03-01,$0.70,CTLT
2023-03-02,$0.70,CTLT
2023-03-03,$0.70,CTLT
2023-03-04,$0.70,CTLT
2023-03-05,$0.70,CTLT
2023-03-06,$0.70,CTLT
2023-03-07,$0.70,CTLT
2023-03-08,$0.70,CTLT
2023-03-09,$0.70,CTLT
2023-03-10,$0.70,CTLT
2023-03-11,$0.70,CTLT
2023-03-12,$0.70,CTLT
2023-03-13,$0.70,CTLT
2023-03-14,$0.70,CTLT
2023-03-15,$0.70,CTLT
2022-12-31,$9.44,CAT
2023-01-01,$9.44,CAT
2023-01-02,$9.44,CAT
2023-01-03,$9.44,CAT
2023-01-04,$9.44,CAT
2023-01-05,$9.44,CAT
2023-01-06,$9.44,CAT
2023-01-07,$9.44,CAT
2023-01-08,$9.44,CAT
2023-01-09,$9.44,CAT
2023-01-10,$9.44,CAT
2023-01-11,$9.44,CAT
2023-01-12,$9.44,CAT
2023-01-13,$9.44,CAT
2023-01-14,$9.44,CAT
2023-01-15,$9.44,CAT
2023-01-16,$9.44,CAT
2023-01-17,$9.44,CAT
2023-01-18,$9.44,CAT
2023-01-19,$9.44,CAT
2023-01-20,$9.44,CAT
2023-01-21,$9.44,CAT
2023-01-22,$9.44,CAT
2023-01-23,$9.44,CAT
2023-01-24,$9.44,CAT
2023-01-25,$9.44,CAT
2023-01-26,$9.44,CAT
2023-01-27,$9.44,CAT
2023-01-28,$9.44,CAT
2023-01-29,$9.44,CAT
2023-01-30,$9.44,CAT
2023-01-31,$9.44,CAT
2023-02-01,$9.44,CAT
2023-02-02,$9.44,CAT
2023-02-03,$9.44,CAT
2023-02-04,$9.44,CAT
2023-02-05,$9.44,CAT
2023-02-06,$9.44,CAT
2023-02-07,$9.44,CAT
2023-02-08,$9.44,CAT
2023-02-09,$9.44,CAT
2023-02-10,$9.44,CAT
2023-02-11,$9.44,CAT
2023-02-12,$9.44,CAT
2023-02-13,$9.44,CAT
2023-02-14,$9.44,CAT
2023-02-15,$9.44,CAT
2023-02-16,$9.44,CAT
2023-02-17,$9.44,CAT
2023-02-18,$9.44,CAT
2023-02-19,$9.44,CAT
2023-02-20,$9.44,CAT
2023-02-21,$9.44,CAT
2023-02-22,$9.44,CAT
2023-02-23,$9.44,CAT
2023-02-24,$9.44,CAT
2023-02-25,$9.44,CAT
2023-02-26,$9.44,CAT
2023-02-27,$9.44,CAT
2023-02-28,$9.44,CAT
2023-03-01,$9.44,CAT
2023-03-02,$9.44,CAT
2023-03-03,$9.44,CAT
2023-03-04,$9.44,CAT
2023-03-05,$9.44,CAT
2023-03-06,$9.44,CAT
2023-03-07,$9.44,CAT
2023-03-08,$9.44,CAT
2023-03-09,$9.44,CAT
2023-03-10,$9.44,CAT
2023-03-11,$9.44,CAT
2023-03-12,$9.44,CAT
2023-03-13,$9.44,CAT
2023-03-14,$9.44,CAT
2023-03-15,$9.44,CAT
2022-12-31,$4.79,CBOE
2023-01-01,$4.79,CBOE
2023-01-02,$4.79,CBOE
2023-01-03,$4.79,CBOE
2023-01-04,$4.79,CBOE
2023-01-05,$4.79,CBOE
2023-01-06,$4.79,CBOE
2023-01-07,$4.79,CBOE
2023-01-08,$4.79,CBOE
2023-01-09,$4.79,CBOE
2023-01-10,$4.79,CBOE
2023-01-11,$4.79,CBOE
2023-01-12,$4.79,CBOE
2023-01-13,$4.79,CBOE
2023-01-14,$4.79,CBOE
2023-01-15,$4.79,CBOE
2023-01-16,$4.79,CBOE
2023-01-17,$4.79,CBOE
2023-01-18,$4.79,CBOE
2023-01-19,$4.79,CBOE
2023-01-20,$4.79,CBOE
2023-01-21,$4.79,CBOE
2023-01-22,$4.79,CBOE
2023-01-23,$4.79,CBOE
2023-01-24,$4.79,CBOE
2023-01-25,$4.79,CBOE
2023-01-26,$4.79,CBOE
2023-01-27,$4.79,CBOE
2023-01-28,$4.79,CBOE
2023-01-29,$4.79,CBOE
2023-01-30,$4.79,CBOE
2023-01-31,$4.79,CBOE
2023-02-01,$4.79,CBOE
2023-02-02,$4.79,CBOE
2023-02-03,$4.79,CBOE
2023-02-04,$4.79,CBOE
2023-02-05,$4.79,CBOE
2023-02-06,$4.79,CBOE
2023-02-07,$4.79,CBOE
2023-02-08,$4.79,CBOE
2023-02-09,$4.79,CBOE
2023-02-10,$4.79,CBOE
2023-02-11,$4.79,CBOE
2023-02-12,$4.79,CBOE
2023-02-13,$4.79,CBOE
2023-02-14,$4.79,CBOE
2023-02-15,$4.79,CBOE
2023-02-16,$4.79,CBOE
2023-02-17,$4.79,CBOE
2023-02-18,$4.79,CBOE
2023-02-19,$4.79,CBOE
2023-02-20,$4.79,CBOE
2023-02-21,$4.79,CBOE
2023-02-22,$4.79,CBOE
2023-02-23,$4.79,CBOE
2023-02-24,$4.79,CBOE
2023-02-25,$4.79,CBOE
2023-02-26,$4.79,CBOE
2023-02-27,$4.79,CBOE
2023-02-28,$4.79,CBOE
2023-03-01,$4.79,CBOE
2023-03-02,$4.79,CBOE
2023-03-03,$4.79,CBOE
2023-03-04,$4.79,CBOE
2023-03-05,$4.79,CBOE
2023-03-06,$4.79,CBOE
2023-03-07,$4.79,CBOE
2023-03-08,$4.79,CBOE
2023-03-09,$4.79,CBOE
2023-03-10,$4.79,CBOE
2023-03-11,$4.79,CBOE
2023-03-12,$4.79,CBOE
2023-03-13,$4.79,CBOE
2023-03-14,$4.79,CBOE
2023-03-15,$4.79,CBOE
2022-12-31,$3.79,CBRE
2023-01-01,$3.79,CBRE
2023-01-02,$3.79,CBRE
2023-01-03,$3.79,CBRE
2023-01-04,$3.79,CBRE
2023-01-05,$3.79,CBRE
2023-01-06,$3.79,CBRE
2023-01-07,$3.79,CBRE
2023-01-08,$3.79,CBRE
2023-01-09,$3.79,CBRE
2023-01-10,$3.79,CBRE
2023-01-11,$3.79,CBRE
2023-01-12,$3.79,CBRE
2023-01-13,$3.79,CBRE
2023-01-14,$3.79,CBRE
2023-01-15,$3.79,CBRE
2023-01-16,$3.79,CBRE
2023-01-17,$3.79,CBRE
2023-01-18,$3.79,CBRE
2023-01-19,$3.79,CBRE
2023-01-20,$3.79,CBRE
2023-01-21,$3.79,CBRE
2023-01-22,$3.79,CBRE
2023-01-23,$3.79,CBRE
2023-01-24,$3.79,CBRE
2023-01-25,$3.79,CBRE
2023-01-26,$3.79,CBRE
2023-01-27,$3.79,CBRE
2023-01-28,$3.79,CBRE
2023-01-29,$3.79,CBRE
2023-01-30,$3.79,CBRE
2023-01-31,$3.79,CBRE
2023-02-01,$3.79,CBRE
2023-02-02,$3.79,CBRE
2023-02-03,$3.79,CBRE
2023-02-04,$3.79,CBRE
2023-02-05,$3.79,CBRE
2023-02-06,$3.79,CBRE
2023-02-07,$3.79,CBRE
2023-02-08,$3.79,CBRE
2023-02-09,$3.79,CBRE
2023-02-10,$3.79,CBRE
2023-02-11,$3.79,CBRE
2023-02-12,$3.79,CBRE
2023-02-13,$3.79,CBRE
2023-02-14,$3.79,CBRE
2023-02-15,$3.79,CBRE
2023-02-16,$3.79,CBRE
2023-02-17,$3.79,CBRE
2023-02-18,$3.79,CBRE
2023-02-19,$3.79,CBRE
2023-02-20,$3.79,CBRE
2023-02-21,$3.79,CBRE
2023-02-22,$3.79,CBRE
2023-02-23,$3.79,CBRE
2023-02-24,$3.79,CBRE
2023-02-25,$3.79,CBRE
2023-02-26,$3.79,CBRE
2023-02-27,$3.79,CBRE
2023-02-28,$3.79,CBRE
2023-03-01,$3.79,CBRE
2023-03-02,$3.79,CBRE
2023-03-03,$3.79,CBRE
2023-03-04,$3.79,CBRE
2023-03-05,$3.79,CBRE
2023-03-06,$3.79,CBRE
2023-03-07,$3.79,CBRE
2023-03-08,$3.79,CBRE
2023-03-09,$3.79,CBRE
2023-03-10,$3.79,CBRE
2023-03-11,$3.79,CBRE
2023-03-12,$3.79,CBRE
2023-03-13,$3.79,CBRE
2023-03-14,$3.79,CBRE
2023-03-15,$3.79,CBRE
2022-12-31,$5.13,CDW
2023-01-01,$5.13,CDW
2023-01-02,$5.13,CDW
2023-01-03,$5.13,CDW
2023-01-04,$5.13,CDW
2023-01-05,$5.13,CDW
2023-01-06,$5.13,CDW
2023-01-07,$5.13,CDW
2023-01-08,$5.13,CDW
2023-01-09,$5.13,CDW
2023-01-10,$5.13,CDW
2023-01-11,$5.13,CDW
2023-01-12,$5.13,CDW
2023-01-13,$5.13,CDW
2023-01-14,$5.13,CDW
2023-01-15,$5.13,CDW
2023-01-16,$5.13,CDW
2023-01-17,$5.13,CDW
2023-01-18,$5.13,CDW
2023-01-19,$5.13,CDW
2023-01-20,$5.13,CDW
2023-01-21,$5.13,CDW
2023-01-22,$5.13,CDW
2023-01-23,$5.13,CDW
2023-01-24,$5.13,CDW
2023-01-25,$5.13,CDW
2023-01-26,$5.13,CDW
2023-01-27,$5.13,CDW
2023-01-28,$5.13,CDW
2023-01-29,$5.13,CDW
2023-01-30,$5.13,CDW
2023-01-31,$5.13,CDW
2023-02-01,$5.13,CDW
2023-02-02,$5.13,CDW
2023-02-03,$5.13,CDW
2023-02-04,$5.13,CDW
2023-02-05,$5.13,CDW
2023-02-06,$5.13,CDW
2023-02-07,$5.13,CDW
2023-02-08,$5.13,CDW
2023-02-09,$5.13,CDW
2023-02-10,$5.13,CDW
2023-02-11,$5.13,CDW
2023-02-12,$5.13,CDW
2023-02-13,$5.13,CDW
2023-02-14,$5.13,CDW
2023-02-15,$5.13,CDW
2023-02-16,$5.13,CDW
2023-02-17,$5.13,CDW
2023-02-18,$5.13,CDW
2023-02-19,$5.13,CDW
2023-02-20,$5.13,CDW
2023-02-21,$5.13,CDW
2023-02-22,$5.13,CDW
2023-02-23,$5.13,CDW
2023-02-24,$5.13,CDW
2023-02-25,$5.13,CDW
2023-02-26,$5.13,CDW
2023-02-27,$5.13,CDW
2023-02-28,$5.13,CDW
2023-03-01,$5.13,CDW
2023-03-02,$5.13,CDW
2023-03-03,$5.13,CDW
2023-03-04,$5.13,CDW
2023-03-05,$5.13,CDW
2023-03-06,$5.13,CDW
2023-03-07,$5.13,CDW
2023-03-08,$5.13,CDW
2023-03-09,$5.13,CDW
2023-03-10,$5.13,CDW
2023-03-11,$5.13,CDW
2023-03-12,$5.13,CDW
2023-03-13,$5.13,CDW
2023-03-14,$5.13,CDW
2023-03-15,$5.13,CDW
2022-12-31,$5.97,CE
2023-01-01,$5.97,CE
2023-01-02,$5.97,CE
2023-01-03,$5.97,CE
2023-01-04,$5.97,CE
2023-01-05,$5.97,CE
2023-01-06,$5.97,CE
2023-01-07,$5.97,CE
2023-01-08,$5.97,CE
2023-01-09,$5.97,CE
2023-01-10,$5.97,CE
2023-01-11,$5.97,CE
2023-01-12,$5.97,CE
2023-01-13,$5.97,CE
2023-01-14,$5.97,CE
2023-01-15,$5.97,CE
2023-01-16,$5.97,CE
2023-01-17,$5.97,CE
2023-01-18,$5.97,CE
2023-01-19,$5.97,CE
2023-01-20,$5.97,CE
2023-01-21,$5.97,CE
2023-01-22,$5.97,CE
2023-01-23,$5.97,CE
2023-01-24,$5.97,CE
2023-01-25,$5.97,CE
2023-01-26,$5.97,CE
2023-01-27,$5.97,CE
2023-01-28,$5.97,CE
2023-01-29,$5.97,CE
2023-01-30,$5.97,CE
2023-01-31,$5.97,CE
2023-02-01,$5.97,CE
2023-02-02,$5.97,CE
2023-02-03,$5.97,CE
2023-02-04,$5.97,CE
2023-02-05,$5.97,CE
2023-02-06,$5.97,CE
2023-02-07,$5.97,CE
2023-02-08,$5.97,CE
2023-02-09,$5.97,CE
2023-02-10,$5.97,CE
2023-02-11,$5.97,CE
2023-02-12,$5.97,CE
2023-02-13,$5.97,CE
2023-02-14,$5.97,CE
2023-02-15,$5.97,CE
2023-02-16,$5.97,CE
2023-02-17,$5.97,CE
2023-02-18,$5.97,CE
2023-02-19,$5.97,CE
2023-02-20,$5.97,CE
2023-02-21,$5.97,CE
2023-02-22,$5.97,CE
2023-02-23,$5.97,CE
2023-02-24,$5.97,CE
2023-02-25,$5.97,CE
2023-02-26,$5.97,CE
2023-02-27,$5.97,CE
2023-02-28,$5.97,CE
2023-03-01,$5.97,CE
2023-03-02,$5.97,CE
2023-03-03,$5.97,CE
2023-03-04,$5.97,CE
2023-03-05,$5.97,CE
2023-03-06,$5.97,CE
2023-03-07,$5.97,CE
2023-03-08,$5.97,CE
2023-03-09,$5.97,CE
2023-03-10,$5.97,CE
2023-03-11,$5.97,CE
2023-03-12,$5.97,CE
2023-03-13,$5.97,CE
2023-03-14,$5.97,CE
2023-03-15,$5.97,CE
2022-12-31,$1.98,CNC
2023-01-01,$1.98,CNC
2023-01-02,$1.98,CNC
2023-01-03,$1.98,CNC
2023-01-04,$1.98,CNC
2023-01-05,$1.98,CNC
2023-01-06,$1.98,CNC
2023-01-07,$1.98,CNC
2023-01-08,$1.98,CNC
2023-01-09,$1.98,CNC
2023-01-10,$1.98,CNC
2023-01-11,$1.98,CNC
2023-01-12,$1.98,CNC
2023-01-13,$1.98,CNC
2023-01-14,$1.98,CNC
2023-01-15,$1.98,CNC
2023-01-16,$1.98,CNC
2023-01-17,$1.98,CNC
2023-01-18,$1.98,CNC
2023-01-19,$1.98,CNC
2023-01-20,$1.98,CNC
2023-01-21,$1.98,CNC
2023-01-22,$1.98,CNC
2023-01-23,$1.98,CNC
2023-01-24,$1.98,CNC
2023-01-25,$1.98,CNC
2023-01-26,$1.98,CNC
2023-01-27,$1.98,CNC
2023-01-28,$1.98,CNC
2023-01-29,$1.98,CNC
2023-01-30,$1.98,CNC
2023-01-31,$1.98,CNC
2023-02-01,$1.98,CNC
2023-02-02,$1.98,CNC
2023-02-03,$1.98,CNC
2023-02-04,$1.98,CNC
2023-02-05,$1.98,CNC
2023-02-06,$1.98,CNC
2023-02-07,$1.98,CNC
2023-02-08,$1.98,CNC
2023-02-09,$1.98,CNC
2023-02-10,$1.98,CNC
2023-02-11,$1.98,CNC
2023-02-12,$1.98,CNC
2023-02-13,$1.98,CNC
2023-02-14,$1.98,CNC
2023-02-15,$1.98,CNC
2023-02-16,$1.98,CNC
2023-02-17,$1.98,CNC
2023-02-18,$1.98,CNC
2023-02-19,$1.98,CNC
2023-02-20,$1.98,CNC
2023-02-21,$1.98,CNC
2023-02-22,$1.98,CNC
2023-02-23,$1.98,CNC
2023-02-24,$1.98,CNC
2023-02-25,$1.98,CNC
2023-02-26,$1.98,CNC
2023-02-27,$1.98,CNC
2023-02-28,$1.98,CNC
2023-03-01,$1.98,CNC
2023-03-02,$1.98,CNC
2023-03-03,$1.98,CNC
2023-03-04,$1.98,CNC
2023-03-05,$1.98,CNC
2023-03-06,$1.98,CNC
2023-03-07,$1.98,CNC
2023-03-08,$1.98,CNC
2023-03-09,$1.98,CNC
2023-03-10,$1.98,CNC
2023-03-11,$1.98,CNC
2023-03-12,$1.98,CNC
2023-03-13,$1.98,CNC
2023-03-14,$1.98,CNC
2023-03-15,$1.98,CNC
2022-12-31,$-1.39,CNP
2023-01-01,$-1.39,CNP
2023-01-02,$-1.39,CNP
2023-01-03,$-1.39,CNP
2023-01-04,$-1.39,CNP
2023-01-05,$-1.39,CNP
2023-01-06,$-1.39,CNP
2023-01-07,$-1.39,CNP
2023-01-08,$-1.39,CNP
2023-01-09,$-1.39,CNP
2023-01-10,$-1.39,CNP
2023-01-11,$-1.39,CNP
2023-01-12,$-1.39,CNP
2023-01-13,$-1.39,CNP
2023-01-14,$-1.39,CNP
2023-01-15,$-1.39,CNP
2023-01-16,$-1.39,CNP
2023-01-17,$-1.39,CNP
2023-01-18,$-1.39,CNP
2023-01-19,$-1.39,CNP
2023-01-20,$-1.39,CNP
2023-01-21,$-1.39,CNP
2023-01-22,$-1.39,CNP
2023-01-23,$-1.39,CNP
2023-01-24,$-1.39,CNP
2023-01-25,$-1.39,CNP
2023-01-26,$-1.39,CNP
2023-01-27,$-1.39,CNP
2023-01-28,$-1.39,CNP
2023-01-29,$-1.39,CNP
2023-01-30,$-1.39,CNP
2023-01-31,$-1.39,CNP
2023-02-01,$-1.39,CNP
2023-02-02,$-1.39,CNP
2023-02-03,$-1.39,CNP
2023-02-04,$-1.39,CNP
2023-02-05,$-1.39,CNP
2023-02-06,$-1.39,CNP
2023-02-07,$-1.39,CNP
2023-02-08,$-1.39,CNP
2023-02-09,$-1.39,CNP
2023-02-10,$-1.39,CNP
2023-02-11,$-1.39,CNP
2023-02-12,$-1.39,CNP
2023-02-13,$-1.39,CNP
2023-02-14,$-1.39,CNP
2023-02-15,$-1.39,CNP
2023-02-16,$-1.39,CNP
2023-02-17,$-1.39,CNP
2023-02-18,$-1.39,CNP
2023-02-19,$-1.39,CNP
2023-02-20,$-1.39,CNP
2023-02-21,$-1.39,CNP
2023-02-22,$-1.39,CNP
2023-02-23,$-1.39,CNP
2023-02-24,$-1.39,CNP
2023-02-25,$-1.39,CNP
2023-02-26,$-1.39,CNP
2023-02-27,$-1.39,CNP
2023-02-28,$-1.39,CNP
2023-03-01,$-1.39,CNP
2023-03-02,$-1.39,CNP
2023-03-03,$-1.39,CNP
2023-03-04,$-1.39,CNP
2023-03-05,$-1.39,CNP
2023-03-06,$-1.39,CNP
2023-03-07,$-1.39,CNP
2023-03-08,$-1.39,CNP
2023-03-09,$-1.39,CNP
2023-03-10,$-1.39,CNP
2023-03-11,$-1.39,CNP
2023-03-12,$-1.39,CNP
2023-03-13,$-1.39,CNP
2023-03-14,$-1.39,CNP
2023-03-15,$-1.39,CNP
2022-12-31,$0.51,CDAY
2023-01-01,$0.51,CDAY
2023-01-02,$0.51,CDAY
2023-01-03,$0.51,CDAY
2023-01-04,$0.51,CDAY
2023-01-05,$0.51,CDAY
2023-01-06,$0.51,CDAY
2023-01-07,$0.51,CDAY
2023-01-08,$0.51,CDAY
2023-01-09,$0.51,CDAY
2023-01-10,$0.51,CDAY
2023-01-11,$0.51,CDAY
2023-01-12,$0.51,CDAY
2023-01-13,$0.51,CDAY
2023-01-14,$0.51,CDAY
2023-01-15,$0.51,CDAY
2023-01-16,$0.51,CDAY
2023-01-17,$0.51,CDAY
2023-01-18,$0.51,CDAY
2023-01-19,$0.51,CDAY
2023-01-20,$0.51,CDAY
2023-01-21,$0.51,CDAY
2023-01-22,$0.51,CDAY
2023-01-23,$0.51,CDAY
2023-01-24,$0.51,CDAY
2023-01-25,$0.51,CDAY
2023-01-26,$0.51,CDAY
2023-01-27,$0.51,CDAY
2023-01-28,$0.51,CDAY
2023-01-29,$0.51,CDAY
2023-01-30,$0.51,CDAY
2023-01-31,$0.51,CDAY
2023-02-01,$0.51,CDAY
2023-02-02,$0.51,CDAY
2023-02-03,$0.51,CDAY
2023-02-04,$0.51,CDAY
2023-02-05,$0.51,CDAY
2023-02-06,$0.51,CDAY
2023-02-07,$0.51,CDAY
2023-02-08,$0.51,CDAY
2023-02-09,$0.51,CDAY
2023-02-10,$0.51,CDAY
2023-02-11,$0.51,CDAY
2023-02-12,$0.51,CDAY
2023-02-13,$0.51,CDAY
2023-02-14,$0.51,CDAY
2023-02-15,$0.51,CDAY
2023-02-16,$0.51,CDAY
2023-02-17,$0.51,CDAY
2023-02-18,$0.51,CDAY
2023-02-19,$0.51,CDAY
2023-02-20,$0.51,CDAY
2023-02-21,$0.51,CDAY
2023-02-22,$0.51,CDAY
2023-02-23,$0.51,CDAY
2023-02-24,$0.51,CDAY
2023-02-25,$0.51,CDAY
2023-02-26,$0.51,CDAY
2023-02-27,$0.51,CDAY
2023-02-28,$0.51,CDAY
2023-03-01,$0.51,CDAY
2023-03-02,$0.51,CDAY
2023-03-03,$0.51,CDAY
2023-03-04,$0.51,CDAY
2023-03-05,$0.51,CDAY
2023-03-06,$0.51,CDAY
2023-03-07,$0.51,CDAY
2023-03-08,$0.51,CDAY
2023-03-09,$0.51,CDAY
2023-03-10,$0.51,CDAY
2023-03-11,$0.51,CDAY
2023-03-12,$0.51,CDAY
2023-03-13,$0.51,CDAY
2023-03-14,$0.51,CDAY
2023-03-15,$0.51,CDAY
2022-12-31,$2.13,CF
2023-01-01,$2.13,CF
2023-01-02,$2.13,CF
2023-01-03,$2.13,CF
2023-01-04,$2.13,CF
2023-01-05,$2.13,CF
2023-01-06,$2.13,CF
2023-01-07,$2.13,CF
2023-01-08,$2.13,CF
2023-01-09,$2.13,CF
2023-01-10,$2.13,CF
2023-01-11,$2.13,CF
2023-01-12,$2.13,CF
2023-01-13,$2.13,CF
2023-01-14,$2.13,CF
2023-01-15,$2.13,CF
2023-01-16,$2.13,CF
2023-01-17,$2.13,CF
2023-01-18,$2.13,CF
2023-01-19,$2.13,CF
2023-01-20,$2.13,CF
2023-01-21,$2.13,CF
2023-01-22,$2.13,CF
2023-01-23,$2.13,CF
2023-01-24,$2.13,CF
2023-01-25,$2.13,CF
2023-01-26,$2.13,CF
2023-01-27,$2.13,CF
2023-01-28,$2.13,CF
2023-01-29,$2.13,CF
2023-01-30,$2.13,CF
2023-01-31,$2.13,CF
2023-02-01,$2.13,CF
2023-02-02,$2.13,CF
2023-02-03,$2.13,CF
2023-02-04,$2.13,CF
2023-02-05,$2.13,CF
2023-02-06,$2.13,CF
2023-02-07,$2.13,CF
2023-02-08,$2.13,CF
2023-02-09,$2.13,CF
2023-02-10,$2.13,CF
2023-02-11,$2.13,CF
2023-02-12,$2.13,CF
2023-02-13,$2.13,CF
2023-02-14,$2.13,CF
2023-02-15,$2.13,CF
2023-02-16,$2.13,CF
2023-02-17,$2.13,CF
2023-02-18,$2.13,CF
2023-02-19,$2.13,CF
2023-02-20,$2.13,CF
2023-02-21,$2.13,CF
2023-02-22,$2.13,CF
2023-02-23,$2.13,CF
2023-02-24,$2.13,CF
2023-02-25,$2.13,CF
2023-02-26,$2.13,CF
2023-02-27,$2.13,CF
2023-02-28,$2.13,CF
2023-03-01,$2.13,CF
2023-03-02,$2.13,CF
2023-03-03,$2.13,CF
2023-03-04,$2.13,CF
2023-03-05,$2.13,CF
2023-03-06,$2.13,CF
2023-03-07,$2.13,CF
2023-03-08,$2.13,CF
2023-03-09,$2.13,CF
2023-03-10,$2.13,CF
2023-03-11,$2.13,CF
2023-03-12,$2.13,CF
2023-03-13,$2.13,CF
2023-03-14,$2.13,CF
2023-03-15,$2.13,CF
2022-12-31,$4.97,CRL
2023-01-01,$4.97,CRL
2023-01-02,$4.97,CRL
2023-01-03,$4.97,CRL
2023-01-04,$4.97,CRL
2023-01-05,$4.97,CRL
2023-01-06,$4.97,CRL
2023-01-07,$4.97,CRL
2023-01-08,$4.97,CRL
2023-01-09,$4.97,CRL
2023-01-10,$4.97,CRL
2023-01-11,$4.97,CRL
2023-01-12,$4.97,CRL
2023-01-13,$4.97,CRL
2023-01-14,$4.97,CRL
2023-01-15,$4.97,CRL
2023-01-16,$4.97,CRL
2023-01-17,$4.97,CRL
2023-01-18,$4.97,CRL
2023-01-19,$4.97,CRL
2023-01-20,$4.97,CRL
2023-01-21,$4.97,CRL
2023-01-22,$4.97,CRL
2023-01-23,$4.97,CRL
2023-01-24,$4.97,CRL
2023-01-25,$4.97,CRL
2023-01-26,$4.97,CRL
2023-01-27,$4.97,CRL
2023-01-28,$4.97,CRL
2023-01-29,$4.97,CRL
2023-01-30,$4.97,CRL
2023-01-31,$4.97,CRL
2023-02-01,$4.97,CRL
2023-02-02,$4.97,CRL
2023-02-03,$4.97,CRL
2023-02-04,$4.97,CRL
2023-02-05,$4.97,CRL
2023-02-06,$4.97,CRL
2023-02-07,$4.97,CRL
2023-02-08,$4.97,CRL
2023-02-09,$4.97,CRL
2023-02-10,$4.97,CRL
2023-02-11,$4.97,CRL
2023-02-12,$4.97,CRL
2023-02-13,$4.97,CRL
2023-02-14,$4.97,CRL
2023-02-15,$4.97,CRL
2023-02-16,$4.97,CRL
2023-02-17,$4.97,CRL
2023-02-18,$4.97,CRL
2023-02-19,$4.97,CRL
2023-02-20,$4.97,CRL
2023-02-21,$4.97,CRL
2023-02-22,$4.97,CRL
2023-02-23,$4.97,CRL
2023-02-24,$4.97,CRL
2023-02-25,$4.97,CRL
2023-02-26,$4.97,CRL
2023-02-27,$4.97,CRL
2023-02-28,$4.97,CRL
2023-03-01,$4.97,CRL
2023-03-02,$4.97,CRL
2023-03-03,$4.97,CRL
2023-03-04,$4.97,CRL
2023-03-05,$4.97,CRL
2023-03-06,$4.97,CRL
2023-03-07,$4.97,CRL
2023-03-08,$4.97,CRL
2023-03-09,$4.97,CRL
2023-03-10,$4.97,CRL
2023-03-11,$4.97,CRL
2023-03-12,$4.97,CRL
2023-03-13,$4.97,CRL
2023-03-14,$4.97,CRL
2023-03-15,$4.97,CRL
2022-12-31,$2.56,SCHW
2023-01-01,$2.56,SCHW
2023-01-02,$2.56,SCHW
2023-01-03,$2.56,SCHW
2023-01-04,$2.56,SCHW
2023-01-05,$2.56,SCHW
2023-01-06,$2.56,SCHW
2023-01-07,$2.56,SCHW
2023-01-08,$2.56,SCHW
2023-01-09,$2.56,SCHW
2023-01-10,$2.56,SCHW
2023-01-11,$2.56,SCHW
2023-01-12,$2.56,SCHW
2023-01-13,$2.56,SCHW
2023-01-14,$2.56,SCHW
2023-01-15,$2.56,SCHW
2023-01-16,$2.56,SCHW
2023-01-17,$2.56,SCHW
2023-01-18,$2.56,SCHW
2023-01-19,$2.56,SCHW
2023-01-20,$2.56,SCHW
2023-01-21,$2.56,SCHW
2023-01-22,$2.56,SCHW
2023-01-23,$2.56,SCHW
2023-01-24,$2.56,SCHW
2023-01-25,$2.56,SCHW
2023-01-26,$2.56,SCHW
2023-01-27,$2.56,SCHW
2023-01-28,$2.56,SCHW
2023-01-29,$2.56,SCHW
2023-01-30,$2.56,SCHW
2023-01-31,$2.56,SCHW
2023-02-01,$2.56,SCHW
2023-02-02,$2.56,SCHW
2023-02-03,$2.56,SCHW
2023-02-04,$2.56,SCHW
2023-02-05,$2.56,SCHW
2023-02-06,$2.56,SCHW
2023-02-07,$2.56,SCHW
2023-02-08,$2.56,SCHW
2023-02-09,$2.56,SCHW
2023-02-10,$2.56,SCHW
2023-02-11,$2.56,SCHW
2023-02-12,$2.56,SCHW
2023-02-13,$2.56,SCHW
2023-02-14,$2.56,SCHW
2023-02-15,$2.56,SCHW
2023-02-16,$2.56,SCHW
2023-02-17,$2.56,SCHW
2023-02-18,$2.56,SCHW
2023-02-19,$2.56,SCHW
2023-02-20,$2.56,SCHW
2023-02-21,$2.56,SCHW
2023-02-22,$2.56,SCHW
2023-02-23,$2.56,SCHW
2023-02-24,$2.56,SCHW
2023-02-25,$2.56,SCHW
2023-02-26,$2.56,SCHW
2023-02-27,$2.56,SCHW
2023-02-28,$2.56,SCHW
2023-03-01,$2.56,SCHW
2023-03-02,$2.56,SCHW
2023-03-03,$2.56,SCHW
2023-03-04,$2.56,SCHW
2023-03-05,$2.56,SCHW
2023-03-06,$2.56,SCHW
2023-03-07,$2.56,SCHW
2023-03-08,$2.56,SCHW
2023-03-09,$2.56,SCHW
2023-03-10,$2.56,SCHW
