Date,tickers,weights,return,risk
2019-10-01,"['HPQ', 'PH', 'ESS', 'ETN', 'USB', 'ICE', 'TRMB', 'DUK', 'NVR', 'CME']","[0.29616631 0.14382673 0.13767214 0.12666017 0.10199748 0.07586648
 0.06474565 0.04695142 0.00408626 0.00202736]",5.543291612580221,0.04506869542851138
2019-10-02,"['KDP', 'SRE', 'TXN', 'NI', 'PODD', 'TDG', 'TROW', 'CB', 'APH', 'CNC']","[0.27355353 0.18859459 0.1126703  0.11064109 0.08567075 0.05923383
 0.05687929 0.05441465 0.0366855  0.02165646]",7.150564402203182,0.05531279694645635
2019-10-03,"['PKG', 'VRTX', 'CE', 'C', 'AMAT', 'GS', 'PEP', 'DFS', 'EOG', 'MSCI']","[0.26904639 0.21646438 0.17519678 0.1474785  0.12583669 0.03353508
 0.01643154 0.00848332 0.0058122  0.00171511]",5.180958005136255,0.037998456405689836
2019-10-04,"['AIZ', 'HPQ', 'ADI', 'IPG', 'HSIC', 'ED', 'PSA', 'SLB', 'LNT', 'IBM']","[0.24297293 0.24134267 0.12376773 0.11191108 0.10444047 0.05972462
 0.05179835 0.0376717  0.01874955 0.00762089]",4.9125505159927725,0.04033852494909839
2019-10-07,"['KDP', 'PYPL', 'BDX', 'DFS', 'VRSN', 'BBY', 'J', 'CLX', 'INTU', 'AMD']","[0.2660232  0.17146103 0.10810725 0.09268491 0.09001037 0.08933183
 0.07175104 0.06592012 0.03051808 0.01419217]",6.949854244670434,0.06023461689403855
2019-10-08,"['KDP', 'NVR', 'NOW', 'BBWI', 'AVY', 'PEP', 'MNST', 'LYV', 'EXR', 'EXPD']","[0.2956963  0.21433447 0.09753648 0.08827392 0.07020883 0.06572325
 0.05361423 0.05148614 0.03900054 0.02412584]",7.8505952488152015,0.05917057771727605
2019-10-09,"['MS', 'FLT', 'AWK', 'RMD', 'MSFT', 'KDP', 'VZ', 'ARE', 'DPZ', 'IFF']","[0.5511615  0.12721865 0.08862995 0.07696671 0.04714571 0.0462295
 0.03876205 0.01499334 0.00686023 0.00203236]",6.945136809996587,0.06041920592948986
2019-10-10,"['KDP', 'MCHP', 'BBY', 'CDNS', 'AAP', 'COF', 'XRAY', 'ZBRA', 'WMB', 'ETR']","[0.27444724 0.18716211 0.14716362 0.13500717 0.09970669 0.04171226
 0.04004385 0.03730317 0.02235077 0.01510312]",7.38508934409756,0.06098588355048265
2019-10-11,"['CPT', 'ROST', 'MCHP', 'PAYC', 'COO', 'IEX', 'WM', 'ON', 'RHI', 'TGT']","[0.24088196 0.23590558 0.16686821 0.16608619 0.09540519 0.05257671
 0.01494867 0.01179351 0.01118659 0.00434738]",5.055555991128906,0.04041853858816444
2019-10-14,"['CMI', 'COO', 'MCHP', 'CE', 'SYF', 'AXP', 'DPZ', 'WY', 'CTSH', 'ATO']","[0.25620541 0.24642597 0.22500651 0.10296537 0.06574526 0.03422719
 0.024339   0.02026796 0.01986603 0.0049513 ]",4.694485653193699,0.038297665133875065
2019-10-15,"['KDP', 'ABBV', 'CPT', 'FTNT', 'VMC', 'VTRS', 'WTW', 'IQV', 'ISRG', 'TPR']","[0.29272717 0.23903565 0.15686619 0.08968278 0.08136328 0.05810488
 0.04100602 0.01811846 0.01752255 0.00557301]",7.319490238328566,0.06127825717804424
2019-10-16,"['KDP', 'C', 'CHTR', 'NOC', 'IPG', 'KIM', 'GIS', 'AVY', 'UAL', 'WBD']","[0.51957675 0.26846556 0.11575717 0.02896498 0.02758193 0.0150202
 0.01232308 0.00610046 0.00549173 0.00071814]",10.491541998483141,0.08821026671912366
2019-10-17,"['PAYC', 'ON', 'AIZ', 'NOW', 'CSGP', 'EQR', 'LNT', 'VLO', 'BWA', 'AEP']","[0.21391403 0.18109194 0.16083418 0.14005743 0.09130443 0.0884173
 0.06317238 0.03549405 0.02417292 0.00154134]",6.189061239411573,0.05155757016025422
2019-10-18,"['KDP', 'C', 'ETN', 'HLT', 'STE', 'WM', 'MSCI', 'PKG', 'POOL', 'BIIB']","[0.43508804 0.19715138 0.11321339 0.06830733 0.06001672 0.05300231
 0.03660755 0.02267768 0.00756639 0.00636921]",9.02667088760473,0.06937403807436712
2019-10-21,"['HPQ', 'AJG', 'RJF', 'PRU', 'NXPI', 'MCO', 'SJM', 'HD', 'PYPL', 'PCG']","[0.3433199  0.17646961 0.14602451 0.0744653  0.06898418 0.06301439
 0.05483024 0.0492087  0.0161787  0.00750447]",5.939941274361117,0.05514597552214846
2019-10-22,"['KDP', 'DFS', 'TFX', 'MAA', 'AVB', 'MLM', 'HOLX', 'TRMB', 'WST', 'SBUX']","[0.34465381 0.14179768 0.13166632 0.12796693 0.10025484 0.04040359
 0.03729504 0.0313929  0.02666578 0.01790312]",7.583120489699077,0.056481302257914805
2019-10-23,"['MS', 'SNPS', 'TT', 'CBOE', 'AWK', 'BKR', 'NTAP', 'LEN', 'WELL', 'BDX']","[0.4408062  0.31607933 0.06272374 0.05900236 0.04614378 0.03283562
 0.01632619 0.01084331 0.00831966 0.00691981]",5.017629999530412,0.041559930452655186
2019-10-24,"['TEL', 'SNPS', 'CAG', 'CTAS', 'FITB', 'AVGO', 'UNP', 'BAC', 'FTNT', 'LH']","[0.37949588 0.18172538 0.12171397 0.11292183 0.05194028 0.03539728
 0.03484175 0.03453166 0.03446635 0.0129656 ]",5.164285289264157,0.04716959446704102
